Processes: 742 total, 3 running, 739 sleeping, 3274 threads 
2025/11/07 10:47:23
Load Avg: 1.92, 1.87, 1.78 
CPU usage: 4.86% user, 10.61% sys, 84.51% idle 
SharedLibs: 856M resident, 184M data, 131M linkedit.
MemRegions: 350801 total, 8305M resident, 423M private, 3747M shared.
PhysMem: 23G used (2124M wired, 3841M compressor), 153M unused.
VM: 314T vsize, 5702M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 5486966/4297M in, 1807296/1837M out.
Disks: 1126483/22G read, 732951/34G written.

PID    COMMAND          %CPU TIME     #TH    #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS  COW   MSGSENT  MSGRECV  SYSBSD   SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES JETPRI USER                  #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
558    UARPUpdaterServi 0.0  00:00.03 2      1    30     4368K 0B    4032K 558   1     sleeping *0[3]        0.00000 0.00000    278 925     118   105      46       534      276       188       4       0       0.0   0      0      0      _accessoryupdater     N/A    N/A   N/A   N/A   N/A   N/A  
557    UARPUpdaterServi 0.0  00:00.06 2      1    41     3568K 0B    3184K 557   1     sleeping *0[9]        0.00000 0.00000    278 1352    148   220      139      1735     642       594       22      0       0.0   0      0      0      _accessoryupdater     N/A    N/A   N/A   N/A   N/A   N/A  
556    sysmond          0.0  00:03.96 2      1    17     1840K 0B    784K  556   1     sleeping *0[1]        0.00000 0.00000    0   2430    116   208709   124046   234742   192333    41155     29      3       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
555    distnoted        0.0  00:00.81 3      2    30     1840K 0B    1040K 555   1     sleeping *0[1]        0.00000 0.00000    89  4540    117   169      5637     64215    5864      15403     2       175     0.0   0      0      40     _spotlight            N/A    N/A   N/A   N/A   N/A   N/A  
554    com.apple.Mobile 0.0  00:00.61 2      1    35     3072K 0B    2736K 554   1     sleeping *0[1]        0.00000 0.00000    0   962     144   15600    7816     3534     12860     2394      53      1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
553    GSSCred          0.0  00:00.05 3      2    41     3008K 0B    1952K 553   1     sleeping *0[1]        0.00000 0.00000    0   1097    137   156      103      1747     568       679       14      0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
550    mds_stores       0.0  03:00.74 6      4    127    42M   0B    14M   550   1     sleeping *0[1]        0.00000 0.00000    0   651774  590   58882    59135    3529618  231385    825911    31317   988     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
549    com.apple.hiserv 0.0  00:00.34 2      1    42     2432K 0B    1520K 549   1     sleeping *0[2]        0.00000 0.00000    0   934     124   280      3548     17591    769       4005      4       2       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
543    containermanager 0.0  00:00.05 2      1    34     2992K 0B    2656K 543   1     sleeping *0[3]        0.00000 0.00000    262 1006    126   239      177      1439     609       414       2       0       0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
542    com.apple.AppleU 0.0  00:00.59 2      1    103    992K  0B    432K  542   1     sleeping  0[1]        0.00000 0.00000    270 14288   84    16987    10687    16146    21007     5092      53      0       0.0   0      0      150    _driverkit            N/A    N/A   N/A   N/A   N/A   N/A  
541    com.apple.Driver 0.0  00:00.03 2      1    68     752K  0B    624K  541   1     sleeping  0[1]        0.00000 0.00000    270 558     84    596      361      629      502       573       100     0       0.0   0      0      150    _driverkit            N/A    N/A   N/A   N/A   N/A   N/A  
540    com.apple.Driver 0.0  06:23.21 7      5    1454   32M   0B    3600K 540   1     sleeping  0[1]        0.00000 0.00000    270 364066  86    1139919  1197456  6529146  8906916   7203882   634     2136459 0.0   0      0      150    _driverkit            N/A    N/A   N/A   N/A   N/A   N/A  
539    bootinstalld     0.0  00:00.03 2      1    30     2560K 0B    2240K 539   1     sleeping *0[1]        0.00000 0.00000    0   905     132   75       28       540      195       30        4       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
538    trustd           0.0  00:00.26 2      1    54     5696K 0B    5936K 538   1     sleeping *0[1]        0.00000 0.00000    262 1951    147   303      387      6760     1397      1680      5       11      0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
537    distnoted        0.0  00:00.81 3      2    30     1872K 0B    1056K 537   1     sleeping *0[1]        0.00000 0.00000    242 4514    117   168      5641     64260    5866      15502     2       177     0.0   0      0      40     _nsurlsessiond        N/A    N/A   N/A   N/A   N/A   N/A  
535    rtcreportingd    0.0  00:00.90 2      1    84     5312K 0B    1264K 535   1     sleeping *0[1]        0.00000 0.00000    0   3293    182   847      714      35007    3654      8470      130     736     0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
534    cfprefsd         0.0  00:00.04 2      1    32     2432K 0B    2128K 534   1     sleeping *0[98]       0.00000 0.00000    262 974     118   230      168      2147     540       335       2       1       0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
533    secinitd         0.0  00:00.04 2      1    43     3472K 0B    3152K 533   1     sleeping *0[1]        0.00000 0.00000    262 1308    146   191      122      1228     478       250       2       1       0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
532    com.apple.geod   0.0  00:01.14 2      1    59     6768K 0B    4352K 532   1     sleeping *0[57]       0.00000 0.00000    262 5368    186   603      484      34087    1826      12905     52      1454    0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
531    com.docker.vmnet 0.0  00:00.04 6      0    24     4368K 0B    3536K 531   1     sleeping *0[1]        0.00000 0.00000    0   1011    157   61       23       2017     222       1172      274     276     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
529    ViewBridgeAuxili 0.0  00:00.56 2      1    77     4385K 0B    2272K 529   1     sleeping *0[3694]     0.00000 0.00000    0   2195    154   11963    4071     9531     31282     6887      81      4       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
528    distnoted        0.0  00:00.88 3      2    32     1936K 0B    1008K 528   1     sleeping *0[1]        0.00000 0.00000    200 4540    117   166      5646     66320    5872      15511     2       174     0.0   0      0      40     _softwareupdate       N/A    N/A   N/A   N/A   N/A   N/A  
527    suhelperd        0.0  00:00.02 2      1    41     2768K 0B    2448K 527   1     sleeping *0[34]       0.00000 0.00000    0   859     138   167      129      962      512       213       7       1       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
526    symptomsd-diag   0.0  00:00.28 2      1    82     5072K 0B    3824K 526   1     sleeping *0[54]       0.00000 0.00000    0   3555    161   1333     1095     13357    3111      5943      144     26      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
525    backupd          0.0  00:01.11 2      1    50     3760K 0B    2752K 525   1     sleeping *0[9]        0.00000 0.00000    0   2515    150   19348    9541     9698     19920     2655      135     26      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
524    searchpartyd     0.0  01:38.22 8      7    116    8864K 624K  3456K 524   1     sleeping *57924[7]    0.00000 0.00000    0   115967  238   150450   134930   3556558  549289    857140    888     97      0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
523    appleeventsd     0.0  00:00.12 2      1    207    3392K 0B    896K  523   1     sleeping *0[71]       0.00000 0.00000    55  1775    136   1639     781      7400     3512      1618      11      2       0.0   0      0      40     _appleevents          N/A    N/A   N/A   N/A   N/A   N/A  
522    findmybeaconingd 0.0  00:00.05 2      1    38     4320K 0B    3936K 522   1     sleeping *0[10]       0.00000 0.00000    0   1358    161   141      117      1478     458       588       173     0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
521    appleh16camerad  0.0  00:00.04 5      1    59     2576K 0B    2240K 521   1     sleeping *0[1]        0.00000 0.00000    262 969     127   170      125      776      500       439       36      1       0.0   0      0      0      _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
520    countryd         0.0  00:00.40 2      1    36     3600K 0B    3008K 520   1     sleeping *0[33]       0.00000 0.00000    0   1465    133   705      384      10313    1315      1341      4       17      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
519    WirelessRadioMan 0.0  00:03.25 3      2    69     4288K 0B    1632K 519   1     sleeping *0[1]        0.00000 0.00000    0   3037    155   17601    14439    124284   35885     28975     97      83      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
518    syspolicyd       0.0  00:28.90 4      2    280    49M   384K  41M   518   1     sleeping *0[1]        0.00000 0.00000    0   43941   247   47519    138278   2586683  353993    423566    20875   1127    0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
517    UVCAssistant     0.0  00:00.06 2      1    82     4480K 0B    2096K 517   1     sleeping *0[1]        0.00000 0.00000    262 1679    161   510      337      2199     1295      1135      27      2       0.0   0      0      40     _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
516    cameracaptured   0.0  00:02.29 4      2    91     5392K 0B    1920K 516   1     sleeping *0[1]        0.00000 0.00000    262 2421    191   2045     1525     54729    105923    103375    306     23850   0.0   0      0      140    _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
514    securityd_system 0.0  00:05.33 2      1    32     4048K 32K   2032K 514   1     sleeping *0[10602]    0.00000 0.00000    0   3235    135   53918    53790    364825   119752    47027     44      51      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
513    softwareupdated  0.0  00:01.37 3      1    163    12M   0B    10M   513   1     sleeping *0[75]       0.00000 0.00000    200 6396    247   2349     1048     34546    4872      9641      569     337     0.0   0      0      0      _softwareupdate       N/A    N/A   N/A   N/A   N/A   N/A  
507    aned             0.0  00:01.59 2      1    83     3584K 0B    2736K 507   1     sleeping *0[110]      0.00000 0.00000    0   7878    143   1864     1114     109998   3157      6861      691     17      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
506    aneuserd         0.0  00:00.07 2      1    59     3136K 0B    2784K 506   1     sleeping *0[9]        0.00000 0.00000    296 1681    136   308      243      1958     712       606       12      0       0.0   0      0      0      _neuralengine         N/A    N/A   N/A   N/A   N/A   N/A  
498    modelmanagerd    0.0  00:00.46 2      1    56     6864K 0B    6432K 498   1     sleeping *0[9]        0.00000 0.00000    301 4483    208   700      371      10050    1867      1994      249     7       0.0   0      0      85     _modelmanagerd        N/A    N/A   N/A   N/A   N/A   N/A  
489    AppleDeviceQuery 0.0  00:00.01 2      1    27     3136K 0B    2704K 489   1     sleeping *0[1]        0.00000 0.00000    202 937     127   363      219      748      587       130       12      1       0.0   0      0      0      _coreaudiod           N/A    N/A   N/A   N/A   N/A   N/A  
485    PlugInLibrarySer 0.0  00:00.00 2      1    21     2016K 0B    1712K 485   1     sleeping *0[4]        0.00000 0.00000    0   586     113   73       35       398      188       38        7       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
484    audioanalyticsd  0.0  00:01.22 4      3    55     4256K 0B    1824K 484   1     sleeping *0[6]        0.00000 0.00000    0   11201   168   366      474      37749    1369      18479     171     1382    0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
481    colorsyncd       0.0  00:00.03 2      1    30     2064K 0B    1104K 481   1     sleeping *0[22]       0.00000 0.00000    0   897     115   90       53       784      226       56        2       1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
478    com.apple.ColorS 0.0  00:00.01 2      1    24     1824K 0B    1552K 478   1     sleeping *0[1]        0.00000 0.00000    0   581     111   84       90       488      265       79        2       1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
477    colorsync.displa 0.0  00:00.01 2      1    46     2656K 0B    2320K 477   1     sleeping *0[6]        0.00000 0.00000    0   722     119   144      93       852      438       145       13      0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
476    containermanager 0.0  00:00.04 2      1    34     3056K 0B    2736K 476   1     sleeping *0[3]        0.00000 0.00000    205 1036    126   239      178      1457     610       321       3       1       0.0   0      0      0      _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
472    trustd           0.0  00:00.25 2      1    54     5744K 0B    5952K 472   1     sleeping *0[3]        0.00000 0.00000    205 2083    147   307      390      7001     1399      1802      9       16      0.0   0      0      0      _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
471    XProtectPluginSe 0.0  00:03.82 2      1    43     3888K 0B    3504K 471   1     sleeping  0[0]        0.00000 0.00000    0   4819    145   2202     902      333365   4099      7723      29      0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
470    modelcatalogd    0.0  00:00.95 2      1    44     6080K 0B    5248K 470   1     sleeping *0[30]       0.00000 0.00000    0   3226    209   851      760      20344    2031      5069      418     8       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
469    cfprefsd         0.0  00:00.04 2      1    33     2464K 0B    2160K 469   1     sleeping *0[99]       0.00000 0.00000    205 1030    118   230      165      2116     528       306       2       4       0.0   0      0      0      _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
468    audioclocksyncd  0.0  00:18.04 3      2    50     5712K 0B    3264K 468   1     sleeping *0[1]        0.00000 0.00000    0   1228    119   37477    209253   574787   407712    384861    21      198     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
467    PerfPowerTelemet 0.0  00:00.04 2      1    24     6353K 0B    5808K 467   1     sleeping *0[21]       0.00000 0.00000    0   1247    124   154      137      1191     446       384       3       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
466    distnoted        0.0  00:00.85 3      2    30     1840K 0B    1040K 466   1     sleeping *0[1]        0.00000 0.00000    262 4545    117   123      5647     64401    5872      15287     2       174     0.0   0      0      40     _cmiodalassistants    N/A    N/A   N/A   N/A   N/A   N/A  
465    secinitd         0.0  00:00.04 2      1    43     3456K 0B    3136K 465   1     sleeping *0[5]        0.00000 0.00000    205 1305    146   193      137      1203     498       305       14      1       0.0   0      0      0      _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
464    com.apple.audio. 0.0  00:00.01 2      1    23     3392K 0B    3088K 464   1     sleeping *0[2]        0.00000 0.00000    202 909     164   101      40       525      289       57        5       0       0.0   0      0      0      _coreaudiod           N/A    N/A   N/A   N/A   N/A   N/A  
451    distnoted        0.0  00:00.88 3      2    31     1888K 0B    1056K 451   1     sleeping *0[1]        0.00000 0.00000    205 4554    117   162      5647     64337    5874      15753     2       174     0.0   0      0      40     _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
447    com.apple.geod   0.0  00:01.17 2      1    59     6768K 0B    4400K 447   1     sleeping *0[59]       0.00000 0.00000    205 5932    186   608      488      34241    1846      13371     576     1428    0.0   0      0      0      _locationd            N/A    N/A   N/A   N/A   N/A   N/A  
441    AudioComponentRe 0.0  00:00.05 2      1    40     3056K 0B    2720K 441   1     sleeping *0[190]      0.00000 0.00000    0   1174    128   315      253      2375     678       393       33      0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
438    com.apple.CodeSi 0.0  00:00.24 2      1    19     2144K 0B    832K  438   1     sleeping *0[273]      0.00000 0.00000    0   1907    121   905      1135     51685    2545      1637      2       3       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
437    com.apple.audio. 0.0  00:00.00 2      1    21     2208K 0B    1904K 437   1     sleeping *0[8]        0.00000 0.00000    202 653     114   117      66       675      294       83        2       0       0.0   0      0      0      _coreaudiod           N/A    N/A   N/A   N/A   N/A   N/A  
435    storagekitd      0.0  00:02.59 9      1    142    7121K 0B    6384K 435   1     sleeping *0[53]       0.00000 0.00000    0   5805    202   43328    22990    71303    46457     21310     365     28      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
433    mDNSResponderHel 0.0  00:00.96 3      1    42     2928K 0B    2400K 433   1     sleeping *0[1]        0.00000 0.00000    0   1174    131   50651    25396    27651    26073     26159     5       8030    0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
432    sysextd          0.0  00:00.04 2      1    41     3696K 0B    3328K 432   1     sleeping *0[6]        0.00000 0.00000    0   1204    155   200      139      1693     589       518       60      1       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
429    distnoted        0.0  00:00.89 3      2    31     1936K 0B    1104K 429   1     sleeping *0[1]        0.00000 0.00000    202 4536    117   147      5643     64289    5862      16045     2       174     0.0   0      0      40     _coreaudiod           N/A    N/A   N/A   N/A   N/A   N/A  
426    secinitd         0.0  00:00.05 2      1    38     3504K 0B    3168K 426   1     sleeping *0[2]        0.00000 0.00000    0   1348    144   199      140      1601     446       350       23      1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
425    distnoted        0.0  00:00.96 3      2    31     1920K 0B    1072K 425   1     sleeping *0[1]        0.00000 0.00000    88  4553    117   167      5644     64322    5865      16658     2       174     0.0   0      0      40     _windowserver         N/A    N/A   N/A   N/A   N/A   N/A  
423    hidd             0.0  00:00.01 2      1    33     2176K 0B    1872K 423   1     sleeping *0[1]        0.00000 0.00000    261 661     117   347      360      1718     1064      288       3       0       0.0   0      0      0      _hidd                 N/A    N/A   N/A   N/A   N/A   N/A  
422    eligibilityd     0.0  00:00.69 2      1    40     5344K 0B    4448K 422   1     sleeping *0[25]       0.00000 0.00000    0   2228    185   1194     448      19792    4576      2968      248     9       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
421    authd            0.0  00:01.04 3      2    86     4368K 0B    2096K 421   1     sleeping *0[9542]     0.00000 0.00000    0   2394    197   12377    11110    89303    24148     22469     167     7       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
420    coreaudiod       0.0  00:13.36 9      1    661    21M   0B    14M   420   1     sleeping *0[1]        0.00000 0.00000    202 62044   363   386142   308242   1300002  957159    318277    2596    4199    0.0   0      0      120    _coreaudiod           N/A    N/A   N/A   N/A   N/A   N/A  
419    systemstatusd    0.0  00:00.10 4      3    68     3344K 0B    624K  419   1     sleeping *0[91]       0.00000 0.00000    0   1574    131   607      391      5284     1559      1197      23      3       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
417    mDNSResponder    0.0  03:35.95 6      4    119    9232K 0B    1296K 417   1     sleeping *0[1]        0.00000 0.00000    65  18755   194   91876    47849    6376408  153686    1041065   124     194670  0.0   0      0      40     _mdnsresponder        N/A    N/A   N/A   N/A   N/A   N/A  
414    cryptexd         0.0  00:00.01 2      1    28     3312K 0B    2976K 414   1     sleeping *0[1]        0.00000 0.00000    0   736     122   322      156      464      361       104       68      0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
413    socketfilterfw   0.0  00:00.01 2      1    44     2544K 0B    2208K 413   1     sleeping *0[1]        0.00000 0.00000    0   1107    124   144      109      680      504       267       13      0       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
412    biomed           0.0  00:01.07 2      1    79     5264K 0B    4656K 412   1     sleeping *0[324]      0.00000 0.00000    289 3061    184   4435     5224     53122    12965     6662      618     1       0.0   0      0      0      _biome                N/A    N/A   N/A   N/A   N/A   N/A  
411    mobileassetd     0.0  01:03.62 3      1    211    13M   0B    9056K 411   1     sleeping *0[176]      0.00000 0.00000    0   15093   235   17933    11848    769021   24320     114354    2511    1173    0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
409    symptomsd        0.0  00:20.27 4      3    158    7072K 0B    2064K 409   1     sleeping *0[2400]     0.00000 0.00000    24  6474    180   23710    15077    768773   78636     170081    295     371     0.0   0      0      140    _networkd             N/A    N/A   N/A   N/A   N/A   N/A  
408    backgroundtaskma 0.0  00:00.26 2      1    80     4816K 0B    2032K 408   1     sleeping *0[68]       0.00000 0.00000    0   3459    152   396      506      19755    1411      2030      74      8       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
404    distnoted        0.0  00:01.12 3      2    37     1968K 0B    992K  404   1     sleeping *0[1]        0.00000 0.00000    0   4574    117   191      5660     78023    5889      16680     3       174     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
403    trustdFileHelper 0.0  00:00.04 2      1    30     2640K 0B    2272K 403   1     sleeping *0[4]        0.00000 0.00000    0   1057    123   102      106      1117     333       129       2       1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
402    airportd         0.0  02:14.37 9      7    354    13M   0B    3424K 402   1     sleeping *0[1876]     0.00000 0.00000    0   385937  210   801067   413355   4116775  1207853   1284292   690     3628    0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
401    biometrickitd    0.0  00:00.31 2      1    83     4800K 0B    2736K 401   1     sleeping *0[1]        0.00000 0.00000    0   1992    165   3469     2495     11576    7094      4145      135     22      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
400    csnameddatad     0.0  00:00.00 2      1    25     1808K 0B    1552K 400   1     sleeping *0[2]        0.00000 0.00000    0   657     117   93       40       439      220       47        2       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
399    usbd             0.0  00:00.07 2      1    47     2576K 0B    2272K 399   1     sleeping  0[0]        0.00000 0.00000    0   1092    128   1326     877      1022     2550      545       8       4       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
398    nehelper         0.0  00:02.13 2      1    170    4688K 0B    2160K 398   1     sleeping *0[1263]     0.00000 0.00000    0   4288    151   8209     3719     96930    17429     20950     132     21      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
397    nsurlsessiond    0.0  00:02.00 2      1    84     6464K 0B    4336K 397   1     sleeping *0[191]      0.00000 0.00000    242 12543   194   1912     1209     71460    5001      26001     166     2373    0.0   0      0      40     _nsurlsessiond        N/A    N/A   N/A   N/A   N/A   N/A  
396    apfsd            0.0  01:24.31 2      1    70     3648K 0B    2624K 396   1     sleeping *0[1]        0.00000 0.00000    0   11906   133   4753     2155     7373562  7793      188258    20      2       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
395    liquiddetectiond 0.0  00:00.09 2      1    67     2160K 0B    1856K 395   1     sleeping  0[0]        0.00000 0.00000    0   1270    117   2215     1199     1403     2164      631       10      1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
394    analyticsd       0.0  00:04.32 2      1    749    6608K 784K  3488K 394   1     sleeping *201[4]      0.00000 0.00000    263 15729   194   108985   58375    176075   155581    35226     298     108     0.0   0      0      140    _analyticsd           N/A    N/A   N/A   N/A   N/A   N/A  
393    trustd           0.0  00:19.82 2      1    153    8048K 240K  3264K 393   1     sleeping *0[3093]     0.00000 0.00000    282 4811    174   15730    15231    494080   244430    37942     158     1353    0.0   0      0      0      _trustd               N/A    N/A   N/A   N/A   N/A   N/A  
392    containermanager 0.0  00:00.06 2      1    36     6368K 0B    5952K 392   1     sleeping *0[21]       0.00000 0.00000    0   1298    125   304      244      1933     759       493       122     0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
391    PowerUIAgent     0.0  00:00.24 2      1    77     5216K 0B    4128K 391   1     sleeping *0[1]        0.00000 0.00000    0   2328    199   1096     593      5957     2792      2853      579     6       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
390    backupd-helper   0.0  00:00.59 2      1    74     3280K 0B    2944K 390   1     sleeping  0[0]        0.00000 0.00000    0   2811    145   7386     3545     10810    9945      4393      63      2       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
389    powerexperienced 0.0  00:00.39 2      1    50     3024K 0B    1680K 389   1     sleeping *0[117]      0.00000 0.00000    0   1890    144   1713     950      14838    3509      5315      38      53      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
388    lsd              0.0  00:03.11 2      1    147    5520K 0B    3136K 388   1     sleeping *0[981]      0.00000 0.00000    0   10985   516   2791     2391     41721    5593      13896     1609    10      0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
387    coreservicesd    0.0  00:00.53 4      3    477    13M   0B    8336K 387   1     sleeping *0[1]        0.00000 0.00000    0   2608    121   38325    22610    39671    40421     8637      16      3       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
386    contextstored    0.0  00:15.83 3      2    149    6608K 0B    2256K 386   1     sleeping *0[71798]    0.00000 0.00000    0   12031   195   106943   97100    1067454  215875    227936    515     1394    0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
385    runningboardd    0.0  01:26.82 5      4    849    9632K 0B    960K  385   1     sleeping *4[1]        0.00000 0.00000    0   18349   156   241634   204619   3023173  551461    558972    241     6384    0.0   0      0      180    root                  N/A    N/A   N/A   N/A   N/A   N/A  
383    loginwindow      0.0  00:11.25 5      2    688    43M   0B    29M   383   1     sleeping *102[4]      0.00000 0.00000    501 90032   1007  70203    23818    224218   284266    126198    1741    8865    0.0   0      0      160    awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
382    cfprefsd         0.0  00:14.09 2      1    1090   4016K 0B    1120K 382   1     sleeping *0[15124]    0.00000 0.00000    0   20876   117   41684    43939    672832   110242    91468     12      510     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
381    tccd             0.0  00:05.19 2      1    65     5856K 32K   1408K 381   1     sleeping *0[649]      0.00000 0.00000    0   9177    156   9921     10631    322154   31293     26488     265     27      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
380    WindowServer     0.0  58:58.21 22     6    3267   825M  485M  59M   380   1     sleeping *0[1]        0.00000 0.00000    88  2194057 15733 22370470 38523392 75459229 122262908 24528239  2778    2104890 0.0   0      0      170    _windowserver         N/A    N/A   N/A   N/A   N/A   N/A  
379    logd_helper      0.0  00:00.73 2      1    18     2016K 0B    1216K 379   1     sleeping *0[1]        0.00000 0.00000    0   4503    117   1342     1228     27345    2592      2778      189     0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
378    aslmanager       0.0  00:00.03 2      1    18     1216K 0B    976K  378   1     sleeping *0[1]        0.00000 0.00000    0   581     83    93       66       1708     198       116       4       1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
377    com.apple.cmio.r 0.0  00:01.75 2      1    128    4592K 0B    1392K 377   1     sleeping *0[4134]     0.00000 0.00000    0   3509    161   7156     6345     53316    14275     7517      943     4       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
376    AirPlayXPCHelper 0.0  00:03.23 5      2    220    5888K 0B    2816K 376   1     sleeping *0[1]        0.00000 0.00000    0   7717    186   45348    45907    265972   163384    104792    553     133     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
375    corebrightnessd  0.0  00:39.25 3      2    144    4928K 0B    1856K 375   1     sleeping *0[1]        0.00000 0.00000    0   121264  179   125811   124206   1347797  252901    256098    552     248     0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
374    sandboxd         0.0  00:01.16 3      1    67     4128K 0B    1104K 374   1     sleeping *0[1]        0.00000 0.00000    0   10049   141   3362     4360     51735    13650     17150     959     4       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
